taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene
47960, g__Brochothrix, s__Brochothrix thermosphacta, p__Firmicutes, c__Bacilli, o__Bacillales, f__Listeriaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Brochothrix; s__Brochothrix thermosphacta; 47960; AY543022.1 gg_id:103393 Brochothrix thermosphacta MF 171, AY543022.1 gg_id:103393 Brochothrix thermosphacta MF 171
69099, g__Bacteroides, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__unclassified; 69099; EU468119.1 gg_id:303158 bush dog feces clone bdog3_aad68e04, EU468119.1 gg_id:303158 bush dog feces clone bdog3_aad68e04
23090, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 23090; FJ368627.1 gg_id:367884 feces adult twins and mothers; TS49 clone TS49_a02e08, FJ368627.1 gg_id:367884 feces adult twins and mothers TS49 clone TS49_a02e08
22157, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 22157; EU451213.1 gg_id:327675 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K80N2_04e11, EU451213.1 gg_id:327675 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K80N2_04e11
72535, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 72535; EU776728.1 gg_id:333200 Lion feces clone LI2_aae49c06, EU776728.1 gg_id:333200 Lion feces clone LI2_aae49c06
71418, g__Holdemania, s__Holdemania filiformis, p__Tenericutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__Holdemania filiformis; 71418; Y11466.1 gg_id:15728 Holdemania filiformis str. ATCC 51649, Y11466.1 gg_id:15728 Holdemania filiformis str. ATCC 51649
21499, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 21499; DQ824909.1 gg_id:190610 human fecal clone RL185_aao70h05, DQ824909.1 gg_id:190610 human fecal clone RL185_aao70h05
27595, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 27595; DQ815932.1 gg_id:165542 mouse cecum clone aab24d11, DQ815932.1 gg_id:165542 mouse cecum clone aab24d11
29579, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 29579; GQ051371.1 gg_id:426567 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu444g02c1, GQ051371.1 gg_id:426567 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu444g02c1
25844, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 25844; FJ683439.1 gg_id:523054 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301; was negative STEC O157 clone 8-6L3, FJ683439.1 gg_id:523054 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301 was negative STEC O157 clone 8-6L3
6175, g__Klebsiella, s__Klebsiella oxytoca, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__Klebsiella oxytoca; 6175; AJ871860.1 gg_id:113819 Klebsiella oxytoca str. SB2942, AJ871860.1 gg_id:113819 Klebsiella oxytoca str. SB2942
71465, g__ATCC_27806, s__Eubacterium biforme, p__Tenericutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae,k__Bacteria; p__Tenericutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__ATCC_27806; s__Eubacterium biforme; 71465; DQ801091.1 gg_id:194446 human fecal clone RL387_aao92a09, DQ801091.1 gg_id:194446 human fecal clone RL387_aao92a09
17671, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 17671; EU778577.1 gg_id:319197 Ring-tailed lemur feces clone RT_aai10h06, EU778577.1 gg_id:319197 Ring-tailed lemur feces clone RT_aai10h06
19257, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 19257; FJ675705.1 gg_id:517846 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-5C4, FJ675705.1 gg_id:517846 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-5C4
41661, g__sfB, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__koll13, f__unclassified,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__koll13; f__unclassified; g__sfB; s__unclassified; 41661; EU374108.1 gg_id:268245 southern Cretan margin (eastern Mediterranean Sea) canyon and slope sediment clone HCM3MC91_9A_FL, EU374108.1 gg_id:268245 southern Cretan margin (eastern Mediterranean Sea) canyon and slope sediment clone HCM3MC91_9A_FL
25795, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25795; FJ364561.1 gg_id:367331 feces adult twins and mothers; TS15 clone TS15_a04d07, FJ364561.1 gg_id:367331 feces adult twins and mothers TS15 clone TS15_a04d07
25349, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25349; FJ681145.1 gg_id:530484 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301; was positive STEC O157 clone 5-5M9, FJ681145.1 gg_id:530484 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301 was positive STEC O157 clone 5-5M9
25691, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25691; FJ682937.1 gg_id:524620 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301; was negative STEC O157 clone 8-4O22, FJ682937.1 gg_id:524620 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301 was negative STEC O157 clone 8-4O22
18976, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 18976; EU504933.1 gg_id:261354 cecal contents Mus musculus strain C57BL/6J; myd2 clone myd2_aaa04d10, EU504933.1 gg_id:261354 cecal contents Mus musculus strain C57BL/6J myd2 clone myd2_aaa04d10
50539, g__Veillonella, s__Veillonella dispar, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__Veillonella dispar; 50539; GQ076847.1 gg_id:408841 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw1154b02c1, GQ076847.1 gg_id:408841 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw1154b02c1
72503, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 72503; EU455211.1 gg_id:326968 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S4_29d03, EU455211.1 gg_id:326968 Innate immunity and intestinal microbiota Type 1 diabetes mouse cecum clone K78S4_29d03
20604, g__Coprococcus, s__Clostridium sp. SS2/1, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Clostridium sp. SS2/1; 20604; FJ368314.1 gg_id:356764 feces adult twins and mothers; TS3 clone TS3_a02g10, FJ368314.1 gg_id:356764 feces adult twins and mothers TS3 clone TS3_a02g10
70982, g__Anaerococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiales Family XI. Incertae Sedis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI. Incertae Sedis; g__Anaerococcus; s__unclassified; 70982; GQ046817.1 gg_id:395478 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw1005b08c1, GQ046817.1 gg_id:395478 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw1005b08c1
25066, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 25066; DQ796897.1 gg_id:179291 human fecal clone RL179_aao56b02, DQ796897.1 gg_id:179291 human fecal clone RL179_aao56b02
24427, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 24427; DQ796890.1 gg_id:186384 human fecal clone RL179_aao56a07, DQ796890.1 gg_id:186384 human fecal clone RL179_aao56a07
27088, g__Ruminococcus, s__Ruminococcus flavefaciens, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus flavefaciens; 27088; FJ832845.1 gg_id:563574 Microbial Ecology Crop Folivorous Hoatzin crop contents clone J3Q301_33A05, FJ832845.1 gg_id:563574 Microbial Ecology Crop Folivorous Hoatzin crop contents clone J3Q301_33A05
23694, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 23694; FJ879304.1 gg_id:411214 Diets enriched oat or wheat bran temporally and alter fecal rat feces animal fed control diet; day 7 clone R-6361, FJ879304.1 gg_id:411214 Diets enriched oat or wheat bran temporally and alter fecal rat feces animal fed control diet day 7 clone R-6361
21763, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21763; EU467414.1 gg_id:296960 chimpanzee feces clone CHIMP12_a09_1, EU467414.1 gg_id:296960 chimpanzee feces clone CHIMP12_a09_1
21279, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 21279; DQ806721.1 gg_id:186869 human fecal clone RL186_aao47h11, DQ806721.1 gg_id:186869 human fecal clone RL186_aao47h11
70474, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 70474; EU844283.1 gg_id:322100 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 64; 6 week 1 hour after feeding clone 1103200827891, EU844283.1 gg_id:322100 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 64 6 week 1 hour after feeding clone 1103200827891
34230, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 34230; GQ100320.1 gg_id:463360 Topographical and Temporal Human Skin Microbiome skin nare clone nbw480f01c1, GQ100320.1 gg_id:463360 Topographical and Temporal Human Skin Microbiome skin nare clone nbw480f01c1
18299, g__Roseburia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unclassified; 18299; EU765254.1 gg_id:313766 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B3_481, EU765254.1 gg_id:313766 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone B3_481
26633, g__Ruminococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__unclassified; 26633; FJ673061.1 gg_id:512575 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301; was positive STEC O157 clone 130-1F17, FJ673061.1 gg_id:512575 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4262 pen 301 was positive STEC O157 clone 130-1F17
7329, g__Haemophilus, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__unclassified; 7329; AJ290754.2 gg_id:44396 Haemophilus parainfluenzae str. P1525, AJ290754.2 gg_id:44396 Haemophilus parainfluenzae str. P1525
48490, g__Desulfotomaculum, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfotomaculum; s__unclassified; 48490; EU651884.1 gg_id:541860 Anaerobic degradation aromatic hydrocarbon biphenyl biphenyl-degrading sulfate-reducing enrichment clone BiphS1_34, EU651884.1 gg_id:541860 Anaerobic degradation aromatic hydrocarbon biphenyl biphenyl-degrading sulfate-reducing enrichment clone BiphS1_34
67579, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67579; FJ678986.1 gg_id:517816 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301; was positive STEC O157 clone 4-8G11, FJ678986.1 gg_id:517816 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4017 pen 301 was positive STEC O157 clone 4-8G11
21471, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 21471; FJ369208.1 gg_id:369619 feces adult twins and mothers; TS50 clone TS50_a01e09, FJ369208.1 gg_id:369619 feces adult twins and mothers TS50 clone TS50_a01e09
23607, g__Oribacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__unclassified; 23607; EU557017.1 gg_id:343309 Detection microorganisms involved infectious endocarditis cultivation techniques infected cardiac valve clone B10, EU557017.1 gg_id:343309 Detection microorganisms involved infectious endocarditis cultivation techniques infected cardiac valve clone B10
24938, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 24938; FJ675872.1 gg_id:526506 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301; was negative STEC O157 clone 3-5K24, FJ675872.1 gg_id:526506 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4225 pen 301 was negative STEC O157 clone 3-5K24
24628, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24628; DQ799978.1 gg_id:186662 human fecal clone RL247_aaj22f03, DQ799978.1 gg_id:186662 human fecal clone RL247_aaj22f03
60611, g__Maricaulis, s__unclassified, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__Maricaulis; s__unclassified; 60611; AY162105.1 gg_id:135262 Cultivating Sargasso Sea clone GMD21C01, AY162105.1 gg_id:135262 Cultivating Sargasso Sea clone GMD21C01
